route_type,decision_type,kind,reason_name,position,requires_explanation,audience
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,decline,Household did not respond after initial acceptance of match,5,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,decline,Ineligible for Housing Program,6,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,decline,Self-resolved,7,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,decline,SORI,8,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,decline,Other,9,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Client deceased,0,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Client has declined match,1,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Client has disappeared,2,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Client has disengaged,3,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Housing Case Manager has disengaged,6,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Incarcerated,7,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Match expired – Agency interaction,8,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Match expired – No agency interaction,9,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Match expired – No Housing Case Manager interaction,10,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Match expired – No Shelter Agency interaction,11,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Match stalled - Agency has disengaged,12,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Match stalled – Housing Case Manager has disengaged,13,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Shelter Agency has disengaged,14,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Vacancy filled by other client,15,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Vacancy should not have been entered,16,false,
MatchRoutes::Four,MatchDecisions::Four::ScheduleCriminalHearingHousingSubsidyAdmin,cancel,Other,17,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Additional screening criteria imposed by third parties,0,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Client refused offer,1,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,CORI,2,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Falsification of documents,3,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Health and Safety,4,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Household did not respond after initial acceptance of match,5,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Ineligible for Housing Program,6,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Self-resolved,7,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,SORI,8,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,decline,Other,9,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Client deceased,0,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Client has declined match,1,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Client has disappeared,2,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Client has disengaged,3,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Housing Case Manager has disengaged,6,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Incarcerated,7,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Match expired – Agency interaction,8,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Match expired – No agency interaction,9,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Match expired – No Housing Case Manager interaction,10,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Match expired – No Shelter Agency interaction,11,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Match stalled - Agency has disengaged,12,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Match stalled – Housing Case Manager has disengaged,13,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Shelter Agency has disengaged,14,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Vacancy filled by other client,15,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Vacancy should not have been entered,16,false,
MatchRoutes::Four,MatchDecisions::Four::ApproveMatchHousingSubsidyAdmin,cancel,Other,17,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Additional screening criteria imposed by third parties,0,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Client refused offer,1,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,CORI,2,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Falsification of documents,3,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Health and Safety,4,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Household did not respond after initial acceptance of match,5,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Ineligible for Housing Program,6,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Self-resolved,7,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,SORI,8,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,decline,Other,9,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Client deceased,0,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Client has declined match,1,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Client has disappeared,2,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Client has disengaged,3,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Housing Case Manager has disengaged,6,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Incarcerated,7,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Match expired – Agency interaction,8,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Match expired – No agency interaction,9,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Match expired – No Housing Case Manager interaction,10,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Match expired – No Shelter Agency interaction,11,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Match stalled - Agency has disengaged,12,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Match stalled – Housing Case Manager has disengaged,13,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Shelter Agency has disengaged,14,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Vacancy filled by other client,15,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Vacancy should not have been entered,16,false,
MatchRoutes::Four,MatchDecisions::Four::RecordClientHousedDateHousingSubsidyAdministrator,cancel,Other,17,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Client deceased,0,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Client has declined match,1,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Client has disappeared,2,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Client has disengaged,3,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Housing Case Manager has disengaged,6,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Incarcerated,7,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Match expired – Agency interaction,8,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Match expired – No agency interaction,9,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Match expired – No Housing Case Manager interaction,10,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Match expired – No Shelter Agency interaction,11,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Match stalled - Agency has disengaged,12,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Match stalled – Housing Case Manager has disengaged,13,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Shelter Agency has disengaged,14,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Vacancy filled by other client,15,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Vacancy should not have been entered,16,false,
MatchRoutes::Four,MatchDecisions::Four::ConfirmMatchSuccessDndStaff,cancel,Other,17,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Additional screening criteria imposed by third parties,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Client refused offer,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,CORI,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Falsification of documents,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Health and Safety,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Household did not respond after initial acceptance of match,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Ineligible for Housing Program,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Self-resolved,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,SORI,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,decline,Other,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Client deceased,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Client has declined match,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Client has disappeared,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Client has disengaged,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,HSP CORI,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Incarcerated,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Match expired,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,SSP CORI,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMatchRecommendation,cancel,Other,12,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Client has another housing option,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Client refused unit (non-SRO),1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Client refused voucher,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Does not agree to services,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Does not want housing at this time,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Unsafe environment for this person,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Unwilling to live in SRO,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Unwilling to live in that neighborhood,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,decline,Other,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Client deceased,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Client has declined match,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Client has disappeared,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Client has disengaged,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,HSP CORI,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Incarcerated,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Match expired,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,SSP CORI,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Five,MatchDecisions::Five::FiveClientAgrees,cancel,Other,12,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Client has another housing option,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Client refused unit (non-SRO),1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Client refused voucher,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Does not agree to services,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Does not want housing at this time,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Unsafe environment for this person,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Unwilling to live in SRO,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Unwilling to live in that neighborhood,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,decline,Other,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Client deceased,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Client has declined match,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Client has disappeared,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Client has disengaged,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,HSP CORI,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Incarcerated,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Match expired,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,SSP CORI,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Five,MatchDecisions::Five::FiveApplicationSubmission,cancel,Other,12,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Client has another housing option,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Client refused unit (non-SRO),1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Client refused voucher,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Does not agree to services,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Does not want housing at this time,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Unsafe environment for this person,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Unwilling to live in SRO,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Unwilling to live in that neighborhood,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,decline,Other,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Client deceased,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Client has declined match,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Client has disappeared,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Client has disengaged,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,HSP CORI,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Incarcerated,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Match expired,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,SSP CORI,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Five,MatchDecisions::Five::FiveScreening,cancel,Other,12,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,decline,Mitigation failed,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,decline,Other,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Client deceased,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Client has declined match,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Client has disappeared,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Client has disengaged,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,HSP CORI,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Incarcerated,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Match expired,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,SSP CORI,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Five,MatchDecisions::Five::FiveMitigation,cancel,Other,12,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Client has another housing option,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Client refused unit (non-SRO),1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Client refused voucher,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Does not agree to services,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Does not want housing at this time,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Unsafe environment for this person,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Unwilling to live in SRO,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Unwilling to live in that neighborhood,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,decline,Other,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Client deceased,0,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Client has declined match,1,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Client has disappeared,2,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Client has disengaged,3,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,HSP CORI,6,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Incarcerated,7,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Match expired,8,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,SSP CORI,9,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Five,MatchDecisions::Five::FiveLeaseUp,cancel,Other,12,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Client has another housing option,1,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Client receiving navigation services,4,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Does not agree to services,5,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Does not want housing at this time,6,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Health and Safety,7,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Incarcerated,8,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,decline,Other,9,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Client has declined match,1,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Incarcerated,6,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Match expired,7,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationDndStaff,cancel,Vacancy should not have been entered,8,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Client has another housing option,1,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Client receiving navigation services,4,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Does not agree to services,5,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Does not want housing at this time,6,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Health and Safety,7,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Incarcerated,8,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,decline,Other,9,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Client has declined match,1,false,
