route_type,decision_type,kind,reason_name,position,requires_explanation,audience
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Incarcerated,6,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Match expired,7,false,
MatchRoutes::Six,MatchDecisions::Six::MatchRecommendationShelterAgency,cancel,Vacancy should not have been entered,8,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Client has another housing option,1,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Client receiving navigation services,4,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Does not agree to services,5,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Does not want housing at this time,6,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Health and Safety,7,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Incarcerated,8,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,decline,Other,9,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Client has declined match,1,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Incarcerated,6,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Match expired,7,false,
MatchRoutes::Six,MatchDecisions::Six::ApproveMatchHousingSubsidyAdmin,cancel,Vacancy should not have been entered,8,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Client deceased,0,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Client has declined match,1,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Client has disappeared,2,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Client has disengaged,3,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,HSP CORI,6,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Incarcerated,7,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Match expired,8,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,SSP CORI,9,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Six,MatchDecisions::Six::ConfirmMatchSuccessDndStaff,cancel,Other,12,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,decline,Client has another housing option,0,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,decline,Client won't be eligible based on funding source,1,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,decline,Client won't be eligible for housing type,2,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,decline,Client won't be eligible for services,3,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,decline,Other,4,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Client deceased,0,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Client has declined match,1,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Client has disappeared,2,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Client has disengaged,3,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,HSP CORI,6,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Incarcerated,7,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Match expired,8,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,SSP CORI,9,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Seven,MatchDecisions::Seven::MatchRecommendationDndStaff,cancel,Other,12,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Additional screening criteria imposed by third parties,0,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Client refused offer,1,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,CORI,2,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Falsification of documents,3,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Health and Safety,4,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Household did not respond after initial acceptance of match,5,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Ineligible for Housing Program,6,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Self-resolved,7,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,SORI,8,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,decline,Other,9,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Client deceased,0,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Client has declined match,1,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Client has disappeared,2,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Client has disengaged,3,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,HSP CORI,6,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Incarcerated,7,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Match expired,8,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,SSP CORI,9,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Seven,MatchDecisions::Seven::ApproveMatchHousingSubsidyAdmin,cancel,Other,12,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Client deceased,0,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Client has declined match,1,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Client has disappeared,2,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Client has disengaged,3,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Client no longer eligible for match,4,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Client received another housing opportunity,5,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,HSP CORI,6,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Incarcerated,7,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Match expired,8,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,SSP CORI,9,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Seven,MatchDecisions::Seven::ConfirmMatchSuccessDndStaff,cancel,Other,12,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,decline,Client has another housing option,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,decline,Client won't be eligible based on funding source,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,decline,Client won't be eligible for housing type,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,decline,Client won't be eligible for services,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,decline,Other,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client deceased,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client has declined match,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client has disappeared,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client has disengaged,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client needs higher level of care,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Incarcerated,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Match expired,8,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightMatchRecommendation,cancel,Other,12,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,decline,Other,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client deceased,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client has declined match,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client has disappeared,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client has disengaged,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client needs higher level of care,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Incarcerated,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Match expired,8,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightAssignManager,cancel,Other,12,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Client needs higher level of care,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Client refused offer,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Household did not respond after initial acceptance of match,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Immigration status,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Ineligible for Housing Program,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Self-resolved,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Unable to reach client after multiple attempts,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,decline,Other,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client deceased,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client has declined match,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client has disappeared,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client has disengaged,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client needs higher level of care,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Incarcerated,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Match expired,8,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightRecordVoucherDate,cancel,Other,12,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Client needs higher level of care,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Client refused offer,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Household did not respond after initial acceptance of match,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Immigration status,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Ineligible for Housing Program,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Self-resolved,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Unable to reach client after multiple attempts,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,decline,Other,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client deceased,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client has declined match,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client has disappeared,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client has disengaged,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client needs higher level of care,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Incarcerated,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Match expired,8,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightLeaseUp,cancel,Other,12,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client deceased,0,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client has declined match,1,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client has disappeared,2,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client has disengaged,3,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client needs higher level of care,4,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Incarcerated,7,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Match expired,8,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Eight,MatchDecisions::Eight::EightConfirmMatchSuccess,cancel,Other,12,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,decline,Client has another housing option,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,decline,Client won't be eligible based on funding source,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,decline,Client won't be eligible for housing type,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,decline,Client won't be eligible for services,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,decline,Other,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,cancel,Client has disappeared,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,cancel,Client has disengaged,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,cancel,Client no longer eligible for match,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,cancel,Incarcerated,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,cancel,Match expired,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineMatchRecommendation,cancel,Other,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Client has another housing option,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Client needs higher level of care,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Client refused offer,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Client won't be eligible based on funding source,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Client won't be eligible for housing type,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Client won't be eligible for services,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Household became disengaged,6,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Immigration status,7,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Ineligible for Housing Program,8,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Self-resolved,9,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Unable to reach client after multiple attempts,10,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,decline,Other,11,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client deceased,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client has declined match,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client has disappeared,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client has disengaged,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client needs higher level of care,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Incarcerated,7,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Match expired,8,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineRecordVoucherDate,cancel,Other,12,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,decline,Other,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Client has disappeared,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Client has disengaged,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Client no longer eligible for match,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Client received another housing opportunity,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Incarcerated,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Match expired,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignCaseContact,cancel,Other,6,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,decline,Other,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client deceased,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client has declined match,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client has disappeared,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client has disengaged,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client needs higher level of care,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Incarcerated,7,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Match expired,8,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Vacancy should not have been entered,11,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineAssignManager,cancel,Other,12,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Client needs higher level of care,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Client refused offer,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Household did not respond after initial acceptance of match,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Immigration status,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Ineligible for Housing Program,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Self-resolved,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Unable to reach client after multiple attempts,6,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,decline,Other,7,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client deceased,0,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client has declined match,1,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client has disappeared,2,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client has disengaged,3,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client needs higher level of care,4,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client no longer eligible for match,5,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Client received another housing opportunity,6,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Incarcerated,7,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Match expired,8,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Unable to reach client after multiple attempts,9,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Vacancy filled by other client,10,false,
MatchRoutes::Nine,MatchDecisions::Nine::NineLeaseUp,cancel,Vacancy should not have been entered,11,false,
